a4,a3,a2,a1,a0
6.350321304088526,-38.36333366816795,80.43034606207641,-65.59466668235713,18.632484178497307
0.6902263568059754,-5.2014590114070565,10.625815748264955,-3.8361330889658447,-0.2528330915199355
5.505084656275253,-36.06910316106887,80.93049923537933,-70.81480678979956,21.84701267299936
1.9100501429190038,-18.813548455300943,51.78206420811882,-50.423732541798884,16.72040869543577
-2.246995467876676,6.664634048487343,-4.064206020487717,1.087106576256133,0.07259821794594501
5.226837160015398,-34.11276028208213,76.68064041376367,-66.72532575925676,19.879946515559503
5.326742064517777,-31.325726723524717,64.12154071865135,-49.96936583106085,13.117514386612374
7.427932288842863,-44.768477430885696,94.02626103764555,-77.45216839619377,21.907314230215178
7.6039800920339005,-44.82371303009488,92.41309715655868,-74.73906006678567,20.74918304690952
7.311118912545036,-43.462404382127666,90.18397612167426,-73.11467078288482,20.23699848977964
6.757257182777465,-40.09069587687871,82.93216623506208,-66.59227611927466,18.175141792105443
9.631780491149776,-57.47655308443187,120.50288746819544,-100.81332696265454,29.196769644336992
12.563185800179626,-74.72993496387397,157.0906941960393,-133.51422142145765,39.4490608936209
9.544032688789153,-58.268532674760436,124.6620476997115,-106.657087490431,31.844027838638397
10.724863017932783,-63.153180599295695,131.00225952035245,-109.0751118340052,31.660965559596104
8.479681444352073,-50.99022117189823,107.82757357947537,-90.91480500860528,26.779428144917684
7.498918960629545,-43.170411985966325,86.39440611606972,-66.76482985402964,17.45758231184663
9.331201730411406,-55.67033855941365,117.49920607671595,-99.95790527376349,30.13019745119002
9.794929212518191,-60.016620910767365,130.03366043097793,-114.237325611834,35.676849380989864
9.180899250384352,-55.2116565365841,117.02338490275332,-99.69909386124162,30.017423315275177
12.790817571289288,-77.36949923435668,166.49868751047944,-146.7544822938096,45.8497881503165
11.897417504431605,-72.82964730539582,157.27648417718993,-138.00230598992863,42.636807939715865
13.199730037302679,-79.06159978553382,168.37436874583574,-146.85227385706781,45.2425899139806
11.421327939358997,-70.31413896904972,153.65248750496153,-137.6551894120717,44.05348444861507
7.243028596455978,-41.933884187314774,83.42297122300806,-64.09901936132762,17.15116135149708
6.5693404049346285,-40.34026091479861,85.74780919249034,-71.59141869446631,21.143901007675517
7.296262965573515,-43.70529410716931,91.23271312243588,-75.21623348516395,22.004273169580966
7.05464143578746,-40.751616066405454,81.78918075754889,-63.70211419851397,17.291748567589714
9.547719556440002,-57.15973446098195,119.83812714661933,-100.92247105078957,30.254167246927757
7.41676278532985,-48.885195612981185,109.15112733434759,-95.2998465607878,28.749789151965373
4.847434102491402,-32.768210717215275,74.37990531848715,-64.623557645893,19.506316237104294
7.839407426761645,-52.65396803229814,122.32507739416681,-113.45725360296844,36.95392379472496
8.32008083122014,-50.589632532075306,107.81587720255868,-91.28444242336417,26.800395162934063
7.59410867244006,-47.66418114995252,104.64132084963055,-91.37836492943795,27.877978244756008
3.9521832191756054,-26.562192088408587,60.182169517321086,-50.858454440293585,14.357754236498103
6.406614584258171,-39.03898162621183,82.84333785513219,-68.30894540249474,19.21471251778543
6.869645850427339,-42.78645246540643,91.60677694846343,-76.00111685603437,21.42445499517745
