a4,a3,a2,a1,a0
6.969920111559125,-43.173179676988624,91.5219920213722,-75.3184544122738,21.412545823818014
5.036282988616635,-34.48411064423966,78.4177092466183,-68.6370699961537,21.350720115501613
6.08829627418369,-39.650801853686445,87.58895493855287,-75.23251401259049,22.736198337821698
8.703903369601269,-57.3432523588901,129.37753433252652,-116.01022490405191,36.48707469915924
9.111589281433021,-53.736732655672625,110.48610289517698,-90.64207608908407,26.67362255164885
4.943134915204693,-30.98570142681135,64.65816013778189,-49.783212747475204,12.685638691087204
2.660929304548439,-20.48149051730543,48.0230566417918,-39.49263191392054,10.80413015934931
2.378917527371155,-17.856606884279365,41.05799887809624,-32.16987410825518,8.076495552704554
2.521011579217652,-18.72754173946736,42.96748899438014,-33.93712501421491,8.649553405282742
6.410165123466497,-41.63946191650551,92.06653556631156,-78.52256119802726,22.675363513679
9.790444063382054,-59.37899465788125,125.8162315685184,-106.01640691188715,30.819982290795146
4.9367896661651365,-35.179967725143555,82.14536752508101,-72.52077716749754,21.64562712173519
1.6167471224051777,-15.818879844858358,41.363778289737894,-35.896822437466994,9.925732237440322
2.104267609129482,-18.273127790397318,45.877609641724774,-39.489607057417565,10.974539742158397
3.0388254724700468,-22.18064612873655,51.99098326758387,-44.011503046850365,12.43056520093242
2.8287314422919945,-21.418845798405556,51.04547020157837,-43.68066791273991,12.612743924666256
0.40785688722727365,-5.120615272238638,13.490191220259717,-8.51800622097386,1.4185441602643962
1.9565872331281708,-14.226827273790025,31.906683359205736,-23.886682094587023,5.936150079454638
8.8854332018295,-54.26404911288039,115.06935137091764,-97.06469790586387,28.719316942812192
7.394356289998129,-49.17472957610592,111.70416528195075,-99.52084413115097,30.406838228995955
7.815871855714272,-48.48142175524737,104.13152120341694,-87.90597238059411,25.571477350248852
10.110000327524903,-59.92471991192019,124.786357046137,-103.81597658318873,29.983678924807165
11.70104565882421,-68.46711161890529,141.3404042186061,-117.27630075913731,33.70139399521116
12.612349485240976,-75.35329874446272,158.89591088060828,-135.504702112704,40.18872563735896
5.900688232861176,-36.68156677734521,78.06118616255536,-63.687081749103044,17.79925721435493
6.6874079380352764,-40.18203297977874,83.75084652924255,-67.70120217017228,18.840168314273626
2.761812409572303,-17.496927028182697,36.99844600043221,-27.426901633519407,6.921046245956614
4.871197287778028,-28.702246347350336,57.72824553915876,-42.9478854701857,10.702615891538178
5.3809721608838625,-32.29481670485829,67.40589869611026,-53.991381824608915,14.935299178587801
6.757316030598835,-40.54589073992824,84.63268590476767,-69.01610258990475,19.722147305850115
9.46458033826221,-53.27881815960186,103.68711580381523,-78.1398151960872,19.929593024712
8.124542414792911,-48.045164809846014,98.31862671461778,-78.3643865970244,21.353488011459753
10.323850933836807,-63.0768286959991,133.50304274566417,-112.25093738042777,32.753631042040624
9.627013102459493,-56.42469659454209,115.60325990647115,-93.71830322148071,26.221146780185105
9.50556172070156,-56.42452205027654,116.80828947689875,-95.80530087763626,27.16973827830633
10.504137805179734,-59.89462417482357,119.17793361840582,-93.52824726716597,25.123586155336938
9.943702477400791,-56.89175519142775,113.50722438873441,-89.33382943416292,24.249053089938105
10.930986612658618,-63.93150317602667,131.18670176738692,-107.5942980822263,30.719890891172017
8.663596892733533,-52.42498494467144,110.62173628841037,-92.24213620978765,26.46593804590845
10.12767481302783,-60.867009849146726,128.00187371794257,-107.27930186808798,31.027542132676718
11.111543310900968,-65.69433931558348,136.9880385134676,-114.7698374980204,33.33469393313302
11.270398829986839,-66.3516514320896,137.73301920633875,-114.78925983641912,33.127881623992636
13.073235895647894,-77.92395893584303,164.0415667408241,-139.88282395038146,41.549883731387645
13.524814577263989,-79.77223131323387,166.5707354376625,-141.0928616953526,41.62914527438593
12.842506080547723,-76.43526855409192,160.7187126802143,-136.77861998970033,40.464089803065235
10.957668085566953,-66.75986094650551,142.69366666753146,-122.44320423629972,36.40327385330351
9.904525649139165,-58.77299856720724,122.82798488448327,-103.08782120297299,30.430379183003875
9.986573699510942,-58.75830805945848,121.19435350968574,-99.84273031805792,28.785610483497322
6.708296850612241,-38.57288815796548,76.65984258605319,-58.78251151590414,15.850873116315183
5.635466786590237,-32.96299002642084,66.73518764125323,-51.60510075040107,13.890899605663794
4.81279162139954,-26.76604063504915,50.92618256567639,-35.38492290454228,8.333207846725067
7.442122938271801,-42.3957120277568,84.18743999116528,-65.03048501932489,17.415888998003
5.639530390258459,-32.61854480655652,64.79604181718582,-48.38755721827701,12.203755628724867
6.618825022020869,-40.06394820064729,83.76753665615587,-67.88204005960807,18.944566114170065
7.089350081035146,-41.157152213532626,81.79894557697723,-62.1162664890379,16.03259302285207
7.278121055393296,-41.277612306300036,80.28636425161281,-59.440239222901766,14.81511963620189
9.834497505192388,-58.62816824438855,121.55896986445762,-99.75936488970312,28.21662465866072
10.343089495466497,-60.42107435507607,123.1758259114388,-99.54366166513185,27.71345836566423
9.361416549952331,-54.92879952792677,112.34576224696198,-90.5366940660316,24.96552939022782
7.9281171718892836,-47.248134957362396,97.6366487709409,-78.68569160441976,21.589553097018964
10.14836884349147,-59.029916751754484,120.45652233806544,-97.71252020983232,27.36222995005962
9.83327861184293,-58.22527163488981,120.69989737081443,-99.51113368576158,28.368347685282206
9.71374467491886,-57.57105907237129,119.86048785034123,-99.6444189417865,28.79468051806365
8.426969686584007,-49.89185913128216,103.42773232779501,-84.79563818398933,24.136169643102992
4.82355776990218,-29.568524742467766,61.47303585618979,-47.47456316038182,12.229278698064864
4.573625645526613,-29.400888852563504,63.30176951765892,-50.567327900362706,13.455659950882197
3.538261553388725,-24.390370120631307,54.881967737745285,-44.77918227363173,12.057236909839244
3.3534433609673666,-24.468963463162353,57.605765361829235,-49.59453605785713,14.314200174279625
3.593845491560545,-25.785353379782734,61.62957207135749,-55.63613659767866,17.40880377799136
8.661941871279023,-52.4340010893023,112.35640048669826,-96.79906002922675,29.37210098970571
6.077744728227007,-36.19214387830279,74.70326743836614,-58.96183643286881,15.773742631796601
11.922920488733858,-70.79095938581453,148.7195160402206,-126.21213771822829,37.184634222630095
9.39758252301599,-57.51199780756138,123.51099300341741,-106.02056942921932,31.565288377144235
