Amp,Teq0,s
2.709149951814267,1.9532032975195173,0.4518470059299831
2.3021289834577643,1.9487837140034967,0.4604156735545269
2.319164606365522,1.9829531542450023,0.4971163847491752
2.6340219541015144,1.9956572455261326,0.44922707671208445
2.6697438132283287,1.9335654390767034,0.42942064478502845
2.521895919624979,1.9586296617360799,0.4652686490075867
2.5992567150843517,1.9270249078367274,0.4591391839224035
1.9737773717736284,1.8777087683498888,0.5427260938853561
2.2484028911420917,1.9835540273573404,0.5687314641159029
2.30684339350196,2.011871876189746,0.6229680834218769
2.3971500828541856,1.8425750248715898,0.5355945030480719
2.4840365293606608,1.9899768465241003,0.5232229893176484
2.984660606035478,1.9320086868093043,0.39674533458739114
2.5454832906562004,1.909924524951843,0.5122515151116785
2.1284854372108732,1.9104941762867242,0.719081974293859
2.233420707311354,1.9592806323608454,0.61319294850125
2.269442849047811,2.113959176316851,0.6702155268446552
2.28703781298029,2.0763974903345557,0.684799590562844
2.40886104165295,1.9999593675199647,0.5329184475196098
2.3164259137237657,2.061610225678845,0.5249826606390982
2.485619630664755,1.97905840624944,0.5250864793780633
2.1076279404472706,1.918054274187064,0.6044958186449114
2.232537262970866,1.942205020745512,0.6583844681037029
3.0089336308497736,2.1491640147498607,0.5219658758199986
2.6958503059091696,1.9690553938023359,0.48801255051147996
2.5761045860705702,1.9331112843025262,0.48474746793221724
2.7768787952319824,2.1006999679725618,0.6413255352362887
2.4733603386784866,2.1369005836184707,0.6335334660999308
2.248097672781417,2.079045002525997,0.6677723574785137
2.330851552461051,2.3214078074920765,0.8336455664139647
2.4757135229144067,2.3864276903784254,0.8501414394759621
2.383812078954951,2.131092338481911,0.6758671384298894
2.7351466593128215,2.021329763003444,0.4627349459395653
2.3429101325332162,1.9133421290644879,0.47708518549707746
2.6864019400758976,1.9987117109930364,0.48237966911769165
2.576507849239655,1.9287167994022918,0.4639008779882427
2.5374672897750843,2.0160431558179814,0.5056780849921837
2.5821530793972265,2.0322984544401557,0.44307061852110885
2.6528226786950566,1.897274066203679,0.4761327607070853
2.5600117939616993,1.961271922976049,0.43839799525253514
2.637033251674303,2.180418458728728,0.6076619732046284
2.4555333003146047,2.001839865579426,0.5576950464838307
2.383938316479236,1.8540463403082141,0.45145849113650605
2.53478294866675,1.9568619979032897,0.4692370965914121
2.9566228403066512,1.932444559319925,0.3902637763921696
2.6628301655721947,1.9530424344067696,0.4448765779311423
2.2595806850642624,2.025071205854099,0.5553985920182483
2.287618736560722,2.075609294247855,0.6656636738148183
2.1278122736441993,2.1125757069037716,0.8401720144323517
2.5295521309460614,2.038885977868801,0.6149818490438536
2.6812339023532923,1.9410299715372188,0.4700008761514116
2.142303466389471,1.8823174324874492,0.5634768649507418
2.2988338527620726,1.9400044789937636,0.5665357094788279
2.392358623483275,1.942027725360325,0.5324045131984186
2.572907213275019,1.897550767548546,0.46987170524893385
2.350075277019688,1.968196086257017,0.6381304269101222
2.628213608946219,2.2131934347605204,0.6465072968696781
2.9871775528763385,2.0253378319783137,0.4185626389342597
2.8140696317677003,2.0381788345610716,0.4500332866187179
2.7353920570783297,2.16995680306898,0.5778861086135988
3.279847985445225,2.489398779215969,0.8113205179833227
3.1004604722342393,2.3808098070215,0.8172888705977015
2.7218885504731194,2.2251700814448854,0.7053756290092659
2.358368566684311,2.0986827946709044,0.6522615136416575
2.7082060507159045,1.9584133122336864,0.48786283729477226
2.5308382773578377,2.0034606554811534,0.5215324301786464
2.598649472342676,1.975474834638098,0.4911471132526364
2.297999840615913,1.9146649318598743,0.5114547657006897
2.3187112495359887,2.06862079549526,0.5951503687482964
2.4694802644054614,1.9885463744353518,0.5377143354802947
2.6235582742434103,2.0057093349412303,0.44456971583355015
2.4174916222879292,1.8996527107573162,0.4592477612081387
2.274896596426935,1.9547779627783415,0.5221078589915723
2.421843838396596,1.9736934776892725,0.5080877843062147
2.85374465782986,2.034264445288611,0.5044498012531835
2.7129156370211116,1.8991906976977129,0.4012416098636247
2.3053880591455385,1.9611140281419783,0.6087065733815727
2.5500321807559527,2.3210400654929293,0.755961517514931
2.6704112895388117,2.112110986192195,0.590577447765202
2.5770448530431165,1.9371996924022903,0.518189535884289
3.105458334092014,2.0212878080262455,0.46844699450440225
2.9088696021848457,2.047239973501336,0.4437116599366385
2.517927500451942,1.9689662078221897,0.6375743738571308
2.5528152114293614,1.9317552793452697,0.5153764164440604
2.4300673525779075,1.9200251906344181,0.4710453800743851
2.6976796297571477,1.9865368732040154,0.45131717557717294
2.5267196578022406,1.980251595960607,0.4897152244131015
2.349207263602633,1.978982360295336,0.5202018584294024
2.111121090379686,1.9032476610540876,0.5608706907659546
2.3051029573627493,1.827746549459784,0.521366443162107
2.7260881242383617,2.0631927112802546,0.6344723088063341
2.7344119033181022,2.0112842943042466,0.42245464558502666
2.1363914242924147,1.973313794822481,0.5823498104989439
2.235528353621098,1.9149431164326174,0.5453718401492561
2.140841261935468,1.8595054834025588,0.45092451848639614
2.202855287885636,1.9255217135891414,0.5258124088410334
2.4840457858454905,2.0033095968331813,0.5317022017564994
2.3293093307391324,1.8869221117610773,0.4116532298946538
2.3360602314742005,1.9213312578136479,0.4712756882182964
2.555163628798834,1.9812977802839082,0.5788569850846275
3.0614077488248186,1.9379200149365994,0.4262019001623211
2.7714096623998823,1.9510891005635762,0.41453747176753725
2.598261359715841,1.9699035059775134,0.4544616391235258
2.6729176626902813,1.9604852669057098,0.44913918569269673
2.9024635025957655,2.0062680649094373,0.39771825452931675
2.806385871198761,2.0590377434383638,0.4584833961385462
2.763911152648126,2.0039928250417605,0.4534600104610538
2.606453481000729,2.074098846159401,0.5715285566258697
2.3269310908525482,2.1531269350548157,0.6817556817901536
2.335763681297805,1.9875082478300172,0.546192182690291
2.0880482492895864,2.0334765277582987,0.5676435505894204
2.270055796946131,1.9954500882440884,0.5631616425561914
2.265772673937403,2.0332580171466765,0.537354443567397
2.312787836847247,2.148926402681511,0.6590101645827382
2.569585786200048,2.23198689050363,0.6422708990942381
2.485470150821386,2.069736175544307,0.5670606971222506
2.581503868776611,2.0637104622310876,0.5353589121653387
2.4652495416618656,1.9540776730759273,0.4989960816921306
2.2461788236277553,1.9530778961867978,0.5099823387896414
2.2437272385778164,1.9882870326357944,0.5699884379061214
2.2437644797819156,1.94054658959215,0.6282097982364462
2.3245319572649383,1.9794295011662748,0.5529848895232506
2.1169904569320703,2.031390719141799,0.6034869720590084
2.7482006220941053,2.0542920138002603,0.5509901585277996
2.255756453976461,1.9421472421961845,0.6184984016101412
2.586086301801934,1.9198329978462516,0.5526861727893128
2.223390738524567,2.061760308340242,0.6413760970527826
2.0766451982112235,2.0265097919271593,0.7631605245066704
2.466307953282241,2.0621606990467454,0.7080491038803614
2.661502046873336,2.018117044307485,0.48475255155448693
2.353866758706729,1.972667937173481,0.5082321125855417
2.263069843640472,1.9004011533391463,0.4463012900145932
2.143521680692286,1.936812404153482,0.4811769619763346
2.2135727618760606,1.9589639749928178,0.5812175865507889
2.3097441120905264,2.0164399887184565,0.5436298176445081
2.5106488184784768,2.0226970363210537,0.5385039186658308
2.550030052948521,1.9954169494844032,0.4887136720184963
2.7621037936013892,1.9385241194797713,0.4444754475814606
2.2425974186972315,1.9976114780196645,0.5678813046956834
2.308204066282719,1.9355767350408515,0.5591302285507203
2.3482056274299703,2.062018760651761,0.5857776996333749
2.89470451751135,2.3056334074261335,0.7980165821289891
2.813026864527398,2.0221896673087754,0.5374058828556595
2.8412403553847794,2.0094885925803907,0.5258751712301801
2.5280327520874653,1.9823051397449278,0.49095136471201767
2.3021313777953205,1.8947464539870367,0.5770181701416124
2.371843315894882,1.9893678711799125,0.5922214479161979
2.4556435813969797,1.9317682945295274,0.4450735725933813
2.89537522811388,2.07642775715941,0.5017874929021527
2.5505905262888597,2.000849466724501,0.49537682997451343
2.1847231516272165,2.04045293264438,0.6729536793635965
2.641195341107582,1.9607803767183432,0.48630351815555767
2.3334036047609907,1.999866130209025,0.4575156773357555
2.6064610106936987,2.0051970148547853,0.4627346626894463
2.5691489293337746,2.1054370452126268,0.5497647015643051
2.7977357882854874,1.9439912938813222,0.4238213806181007
2.521245066677034,1.9595807712425617,0.528729510374504
2.3298964602476553,2.0441171169814236,0.6114526244590159
2.1724658904865346,2.020059265078699,0.542328935940346
2.1377696080377606,1.9617006942723314,0.5621708225637662
2.3296551288301046,2.0704071236084927,0.5713536763549657
2.8404940795774536,2.3794550771721923,0.803715732579028
2.25601807450763,2.301321258563057,0.9961948042707536
2.4353453340929594,2.0227074660482747,0.5703462402531749
2.21679570674433,1.9835866193561271,0.5922354107818434
2.224469563440646,1.9476428139983792,0.5708975553735485
2.488802268059039,1.9758426298919969,0.519130841694213
2.1587790203248156,1.8927988437999659,0.48574578852317574
1.930568177953525,1.8740654849523568,0.5354973599800309
2.4995838796095065,2.003014157846262,0.5134926395409098
2.556874152702427,2.0176283842238885,0.47492151263686433
2.322835868344879,1.9693791315660523,0.5682891140875037
2.3471336192978725,1.9688865058977048,0.5405976282988422
2.1765494609915783,1.9059971619497098,0.5122959081000216
2.4435439751950363,2.01223794586343,0.5122446684351013
2.2771087191641386,1.8914576308990827,0.5201747031272889
1.986823663473843,1.9483767187870964,0.8196218692379155
2.5099368312566903,1.9958586579396265,0.5584299843262227
2.841634656556686,2.036749936452144,0.5484027118499339
2.98526875764224,2.05925217198445,0.5306932122652118
