a4,a3,a2,a1,a0
0.6438515032686047,-7.357721801347367,22.754992435886223,-23.73812751235605,8.077523291078665
-0.9855054521584892,3.033683297226151,-0.34860020200795816,-2.6146451266691386,1.2922327051240519
-0.436705609492992,-0.8129122372791091,8.662833150794782,-10.972077232847585,3.9656838676025483
2.944986714807472,-20.925465051793964,50.072697830015215,-45.88721030939641,14.292668022714725
1.5892973399001638,-12.187426625626655,30.41119280161143,-27.882228980315666,8.551748310376839
0.561641852652683,-6.3281432987379524,19.705397482263642,-21.05647147381282,7.4728372263420955
1.1439706082572583,-9.17813234279696,24.05587042555191,-23.36928369825233,7.745778010063907
2.7879683305023226,-18.701981379537905,43.23928848667206,-39.074733236546926,12.280419568340877
1.7458721329287226,-13.322720109413961,33.44723783649991,-31.124282515281198,9.720841814418051
2.0728430178353796,-14.824662346902464,35.249567613266116,-31.213932259586198,9.265621829120464
0.6924101233115723,-6.535599730540699,17.895444927696744,-16.300862859357515,4.78297585031218
0.49995148748426743,-5.172150824189274,14.951012224510741,-14.251419434984255,4.426637871322056
0.91893319772856,-7.342510720448354,18.652846427006963,-16.698382572577636,4.93116988230846
1.3172702785308623,-12.353947527275501,36.04912369579291,-38.55815480595632,13.796153644328827
1.9606924096709133,-15.870204794052544,42.17987374235315,-42.29927435466151,14.356009005269918
2.6185683136414313,-19.320811686574544,47.99335631131623,-45.92081914333595,14.973404011498625
3.838103401756024,-26.53424442760955,62.90069918632232,-58.60707252237677,18.765757914687185
1.30048996789558,-10.313516387339314,26.45627670076523,-24.61662893652496,7.609710086541258
0.6160750353247357,-6.399869390835659,18.855993227349423,-18.758914043328076,6.107530927831697
1.2109619647671652,-9.76460180464252,25.474984482166533,-24.099573468856526,7.642482131893574
0.540720090802501,-5.115650914591814,14.303752710734116,-13.096945183958828,3.8801398315698785
0.8615297788140102,-7.735519654096855,21.43127083956798,-20.893846098014425,6.743634879939693
1.7239906129434768,-13.09249598222215,33.258385881310474,-31.646928062759464,10.184900944488117
2.704304963102365,-19.470741058130404,47.58827368976999,-44.7310965371824,14.318041961135224
6.199145974159073,-43.15326213960296,103.90695134689616,-99.70652668013363,33.075627835743305
2.792166984194501,-19.93911652860156,48.585008529361374,-45.94859320706108,14.881989807462023
2.6936690445083973,-18.932822416825637,45.61402696164961,-42.811999378878795,13.79396391152678
3.7324557680993724,-25.764065342726628,61.130651527388345,-57.13481659712188,18.5156963751587
